package,has_py_typed,has_types_package
mkdocs-mermaid2-plugin,False,False
functools32,False,False
rouge,False,False
llama-api-client,True,
kafka-python-ng,False,False
iterfzf,False,False
bibtexparser,False,False
islpy,True,
types-qrcode,True,
python-interface,False,False
edx-django-utils,False,False
postmarker,False,False
sphinxemoji,False,False
boruta,False,False
molotov,False,False
pyramid-tm,False,False
pretend,False,False
panda3d,False,True
databricks-labs-remorph,False,False
forbiddenfruit,False,False
django-rest-polymorphic,False,False
django-dotenv,False,False
opentelemetry-instrumentation-pymysql,False,False
pyangbind,False,False
django-cache-memoize,False,False
libhoney,False,False
pytest-parametrized,False,False
schematics,False,False
langchain-unstructured,True,
google-cloud-dns,False,False
nc-py-api,False,False
msgpack-types,False,False
azureml-telemetry,False,False
picobox,True,
wslink,False,False
python-minifier,True,
seeuletter,False,False
flask-threads,False,False
tika,False,False
pyfaidx,False,False
django-constance,False,False
instagrapi,False,False
pvlib,False,False
json-schema-for-humans,False,False
llama-cpp-python,False,False
dagster-dg-cli,True,
comet-ml,False,False
google-cloud-service-control,True,
praat-parselmouth,False,False
datasette,False,False
proxy-tools,False,False
types-appdirs,False,False
hangul-romanize,False,False
tf-nightly,False,False
pubnub,False,False
pytest-astropy,False,False
sphinx-click,False,False
langmem,False,False
browserstack-sdk,False,False
pytest-cover,False,False
unsloth-zoo,False,False
starlette-compress,True,
google-reauth,False,False
eth-bloom,True,
interpret-core,False,False
pyrfc6266,False,False
flake8-commas,False,False
basistheory,False,False
messagebird,False,False
portend,False,False
willow,False,False
keybert,False,False
sphinx-togglebutton,False,False
sphinx-intl,False,False
dm-haiku,False,False
visitor,False,False
django-user-agents,False,False
pilmoji,False,False
ibm-db-sa,False,False
pysnooper,False,False
bchlib,False,False
dagster-airbyte,True,
wtforms-json,False,False
pyawscron,False,False
password-strength,False,False
openseespy,False,False
streamlit-keyup,False,False
pylint-quotes,False,False
dagster-looker,True,
django-cleanup,False,False
pytest-pudb,False,False
pyspark-hnsw,False,False
textile,False,False
tensorizer,False,False
domain2idna,False,False
streamlit-image-coordinates,False,False
sdcclient,False,False
azure-eventhub-checkpointstoreblob,True,
hydra-colorlog,False,False
pytest-clarity,False,False
autogen,False,False
opt-einsum-fx,False,False
zope-i18n,False,False
stumpy,False,False
pydeprecate,False,False
openslide-python,True,
dagster-dlt,True,
distance,False,False
tbump,True,
mcp-server-time,False,False
requests-sse,True,
pyjwkest,False,False
hatch-jupyter-builder,True,
databricks-test,False,False
cfgrib,False,False
blingfire,False,False
django-annoying,True,
persistent,False,False
aws-cdk-aws-globalaccelerator,True,
azure-ai-language-conversations,True,
graphql-server-core,False,False
lizard,False,False
sphinxcontrib-plantuml,False,False
mozterm,False,False
dagster-dg-core,True,
streamlit-embedcode,False,False
color-matcher,False,False
aeppl,False,False
pykcs11,False,False
suds,False,False
plugp100,False,False
metadata-please,True,
hogql-parser,False,False
mjml,True,
rerun-sdk,False,False
salt-lint,False,False
nbdev,False,False
colorzero,False,False
pytrends,False,False
pydoe,False,False
brazilnum,False,False
pyobjc-framework-security,False,False
circular-dict,False,False
django-recaptcha,False,False
conditional-cache,False,False
semantic-link-functions-geopandas,False,False
magiccube,False,False
pwlf,False,False
types-pyrfc3339,True,
textual-serve,True,
sox,False,False
reasoning-gym,False,False
pyobjc-framework-coreaudio,False,False
django-permissionedforms,False,False
pyobjc-framework-coremedia,False,False
ffmpeg,False,False
ytmusicapi,True,
getmac,False,False
pytest-regex,False,False
darts,False,False
copilotkit,False,False
garth,True,
timedelta,False,False
onecache,False,False
types-typed-ast,False,False
zlib-state,False,False
aiosonic,False,False
aiohttp-client-cache,True,
livekit-plugins-google,True,
certifi-linux,False,False
crochet,True,
portkey-ai,True,
azureml-pipeline-steps,False,False
pytest-twisted,False,False
littleutils,False,False
zss,False,False
pyproject-flake8,False,False
pystemmer,False,False
rudder-sdk-python,False,False
matminer,False,False
pdoc3,False,False
cirq-google,True,
fusepy,False,False
pyobjc-framework-avkit,False,False
requests-auth,True,
openpulse,True,
robotframework-retryfailed,False,False
ipaddr,False,False
pyobjc-framework-intents,False,False
pyobjc-framework-externalaccessory,False,False
fastdtw,False,False
pyobjc-framework-mediatoolbox,False,False
can-isotp,True,
gcloud-rest-datastore,True,
llama-index-vector-stores-pinecone,True,
uptime-kuma-api,False,False
pyobjc-framework-automaticassessmentconfiguration,False,False
mongo-query-match,False,False
pyobjc-framework-pushkit,False,False
civis,True,
pyobjc-framework-accessibility,False,False
tortoise-orm,True,
pyobjc-framework-intentsui,False,False
pyobjc-framework-classkit,False,False
semantic-router,True,
robocorp-tasks,True,
types-boto3-iam,True,
torch-xla,False,False
jc,True,
harness-featureflags,False,False
pyobjc-framework-libxpc,False,False
ezdxf,True,
gdsfactory,True,
easy-thumbnails,False,False
pypika-tortoise,True,
dagster-mlflow,True,
pystardog,False,False
api4jenkins,False,False
types-braintree,True,
img2dataset,False,False
pysfeel,False,False
gpiod,True,
ocrmypdf,True,
detect-delimiter,False,False
pyobjc-framework-medialibrary,False,False
konoha,True,
crytic-compile,True,
logger,False,False
pyobjc-framework-businesschat,False,False
gcloud-aio-taskqueue,True,
robocorp,True,
robocorp-workitems,True,
pyspelling,False,False
skops,False,False
fal,True,
pyobjc-framework-naturallanguage,False,False
torchtnt,True,
py-machineid,True,
mlserver,False,False
types-requests-oauthlib,True,
custodian,True,
gcloud-rest-taskqueue,True,
pixelmatch,True,
mslex,True,
pydynamodb,False,False
pyobjc-framework-healthkit,False,False
pyobjc-framework-apptrackingtransparency,False,False
docspec-python,True,
pytest-subprocess,True,
pyobjc-framework-screentime,False,False
google-cloud-billing,True,
pyobjc-framework-usernotificationsui,False,False
pytest-remotedata,False,False
wiki-fetch,False,False
telebot,False,False
mypy-boto3-arc-region-switch,True,
littlefs-python,True,
pygdbmi,True,
qpd,False,False
edge-tts,True,
django-admin-autocomplete-filter,False,False
prefect-slack,False,False
nbmake,False,False
clu,False,False
vesin-torch,False,False
pystow,True,
jobflow,True,
moyopy,True,
fuzzyset2,False,False
fireworks,False,False
types-chevron,True,
gcloud-rest-bigquery,True,
pytest-mock-resources,True,
llama-index-vector-stores-postgres,True,
aws-cdk-aws-iam,True,
neoteroi-mkdocs,True,
fastapi-limiter,True,
python-schema-registry-client,True,
weave,True,
apache-airflow-providers-cohere,False,False
nvidia-ml-py3,False,False
rospkg,False,False
apispec-webframeworks,True,
pyobjc-framework-instantmessage,False,False
sphinx-toolbox,True,
calver,False,False
asgi-logger,True,
python-matter-server,True,
adtk,False,False
table-logger,False,False
python-hosts,False,False
reno,False,False
phpserialize,False,False
sagemaker-scikit-learn-extension,False,False
coralogix-logger,False,False
pyathenajdbc,True,
browserforge,True,
django-solo,True,
pytest-structlog,True,
ai2-olmo-core,True,
duplocloud-client,False,False
statistics,False,False
twython,False,False
requests-ntlm3,False,False
types-flask-migrate,True,
valkey-glide,True,
tox-gh,True,
clusterscope,True,
mattersim,False,False
torch-dftd,True,
pyrebase4,False,False
sphinx-markdown-builder,False,False
matplotlib-venn,False,False
coverage-conditional-plugin,True,
nptyping,True,
slack-webhook,False,False
livekit-blingfire,True,
workadays,False,False
genai-prices,True,
types-aws-xray-sdk,True,
teradataml,False,False
swimbundle-utils,False,False
emmet-api,False,False
snakebite-py3,False,False
graphql-server,True,
pluginlib,False,False
drf-standardized-errors,True,
trustcall,True,
azure-mgmt-quota,True,
pytest-pythonpath,False,False
starlake-dagster,False,False
cachier,True,
simpy,True,
typed-argument-parser,True,
kuzu,True,
apache-airflow-providers-segment,False,False
django-parler,False,False
robocrys,False,False
pydot-ng,False,False
particle,True,
sahi,True,
janaf,True,
atlassian-jwt-auth,False,False
pymatgen-analysis-alloys,False,False
httpx-retries,True,
jsonformatter,False,False
fuzzysearch,False,False
sumo,False,False
atomate,False,False
dask-ml,False,False
rounders,True,
types-seaborn,True,
dict2css,True,
stopit,False,False
sqlvalidator,False,False
rebulk,False,False
parameter-decorators,False,False
types-aiobotocore-secretsmanager,True,
emmet,False,False
conllu,True,
bedrock-agentcore,True,
unitycatalog-client,True,
pulumi-gcp,True,
runez,True,
langchain-tavily,True,
pytest-redis,True,
pyopengl-accelerate,False,False
robotframework-datadriver,False,False
clease,False,False
pykdtree,True,
bellows,False,False
antsibull-changelog,True,
types-aiobotocore-stepfunctions,True,
shinywidgets,True,
py-ed25519-zebra-bindings,False,False
pulumi-kubernetes,True,
pytest-reporter,False,False
boilerpy3,False,False
langserve,True,
aws-cdk-aws-s3,True,
pyrad,False,False
azure-messaging-webpubsubservice,True,
zigpy-deconz,False,False
langchain-milvus,True,
h2o-cloud-discovery,True,
titlecase,False,False
latest-user-agents,False,False
ansible-modules-hashivault,False,False
anndata2ri,True,
tensorflow-recommenders,False,False
json-spec,False,False
django-ordered-model,False,False
langchain-astradb,True,
kr8s,True,
parquet-tools,False,False
django-imagekit,False,False
pytest-md-report,True,
daft,True,
matscipy,False,False
pytest-codeblocks,False,False
asyncua,False,False
angr,True,
simplekml,False,False
djangorestframework-gis,False,False
dxpy,False,False
lazify,False,False
enum-tools,True,
securesystemslib,True,
jraph,False,False
portforward,True,
pyspark-test,False,False
base58check,False,False
azureml-automl-core,False,False
mat4py,False,False
opentelemetry-processor-baggage,False,False
django-rich,True,
pyobjc-framework-securityui,False,False
single-source,True,
pyftpdlib,False,False
gidgethub,True,
podman,True,
openapi-codec,False,False
readthedocs-sphinx-search,False,False
nr-stream,True,
stream-unzip,True,
apache-airflow-providers-weaviate,False,False
celery-progress,False,False
bertopic,False,False
tuf,True,
jupyterlab-code-formatter,False,False
aiodynamo,True,
airflow-provider-fivetran-async,True,
typeapi,True,
exifread,True,
pulumi-azure-native,True,
py-zipkin,True,
ax-platform,False,False
protoc-gen-validate,False,False
random-password-generator,False,False
spacy-transformers,True,
voluptuous-serialize,True,
rio-cogeo,True,
curtsies,True,
aws-cdk-aws-ec2,True,
pyriemann,False,False
types-botocore,False,False
rake-nltk,False,False
captcha,True,
pydoc-markdown,True,
django-tasks,True,
html-to-json,False,False
loki-logger-handler,False,False
dagster-datadog,True,
esp-bool-parser,True,
nr-date,True,
bluetooth-data-tools,True,
pystac-client,True,
rpmfile,False,False
astrapy,True,
aws-cdk-aws-events,True,
mozinfo,False,False
clvm-rs,True,
namedlist,False,False
pyap2,True,
markdown-include,False,False
squareup,True,
apache-airflow-providers-openfaas,False,False
stockfish,False,False
tavern,False,False
launchdarkly-api,False,False
standard-imghdr,False,False
aws-cdk-aws-lambda,True,
prince,False,False
h2o-mlops,False,False
types-humanfriendly,True,
archinfo,True,
linearmodels,True,
nr-util,True,
phonemizer,False,False
lightning-cloud,False,False
chia-rs,True,
postgres,False,False
pybacklogpy,False,False
pywikibot,False,False
pyglm,False,False
types-aiobotocore-elbv2,True,
django-permissions-policy,True,
webassets,True,
skypilot,True,
claripy,True,
jupyter-archive,False,False
iteration-utilities,False,False
fastapi-restful,True,
cloudant,False,False
openqasm3,True,
numpydantic,True,
pulumi-datadog,True,
amundsen-rds,True,
django-htmlmin,False,False
pygresql,True,
threaded,True,
mozprocess,False,False
langchain-qdrant,True,
pytest-filter-subpackage,False,False
einops-exts,False,False
pytorch-msssim,False,False
trickkiste,True,
oslo-db,False,False
bittensor-wallet,True,
pylint-per-file-ignores,True,
types-aiobotocore-ses,True,
colcon-defaults,False,False
xdrlib3,True,
pytrec-eval-terrier,False,False
fillpdf,False,False
sigstore,True,
apache-airflow-providers-presto,False,False
serpapi,False,False
2captcha-python,False,False
amundsen-common,True,
opendatalab,True,
spaces,False,False
zope-testing,False,False
aws-cdk-aws-cloudwatch,True,
xdg,True,
llama-stack-client,True,
scim2-models,True,
daytona-api-client-async,True,
faicons,True,
joblibspark,False,False
openinference-instrumentation-llama-index,True,
pulumi-oci,True,
langchain-fireworks,True,
quandl,False,False
fdt,False,False
orb-billing,True,
upstash-redis,True,
qtawesome,False,False
terraform-compliance,False,False
strct,False,False
pybars3,False,False
all-packages,False,False
pyproject-fmt,True,
openfeature-sdk,True,
superlance,False,False
sherpa-onnx,False,False
local-attention,False,False
galois,True,
google-cloud-bigquery-reservation,True,
pm4py,False,False
apache-airflow-providers-apache-tinkerpop,False,False
earthengine-api,True,
mp-pyrho,False,False
tb-paho-mqtt-client,True,
dagster-databricks,True,
mmtf-python,False,False
pyshacl,True,
mlx-metal,True,
uptime,False,False
apache-libcloud,True,
supervisord-dependent-startup,False,False
py-evm,True,
collectfast,True,
sphinxcontrib-confluencebuilder,False,False
torcheval,True,
wemake-python-styleguide,True,
composio-core,True,
ulid-transform,True,
pynwb,False,False
proxy-py,True,
browser-cookie3,False,False
aws-cdk-aws-logs,True,
taskiq-dependencies,True,
async-substrate-interface,False,False
pykalman,False,False
sqlalchemy-searchable,False,False
b2,False,False
standardjson,False,False
ua-generator,True,
google-cloud-bigquery-datapolicies,True,
mongo-tooling-metrics,False,False
pylint-junit,False,False
neo4j-driver,True,
nylas,False,False
cdktf-cdktf-provider-aws,True,
ovito,True,
k-diffusion,False,False
qsapi,False,False
sphinx-airflow-theme,False,False
pulumi-policy,True,
zcbor,False,False
mypy-gitlab-code-quality,False,False
oschmod,False,False
aws-cdk-aws-s3-assets,True,
parsnip-cif,False,False
toml-fmt-common,True,
pyclamd,False,False
py2neo-history,False,False
mo-dots,False,False
apache-airflow-providers-opensearch,False,False
stytch,True,
mermaid-py,False,False
robocorp-browser,True,
aiohttp-middlewares,True,
gpxpy,True,
nequip,False,False
python-i18n,False,False
xblock,False,False
textsearch,False,False
scim2-server,False,False
graphql-query,True,
azure-mgmt-kubernetesconfiguration,True,
glpk,False,False
app-store-server-library,True,
flask-bootstrap,False,False
flake8-blind-except,False,False
setupmeta,False,False
mozdevice,False,False
wiremock,False,False
pyagrum-nightly,False,False
tantivy,True,
types-aiobotocore-route53,True,
types-aiobotocore-iam,True,
pytest-cache,False,False
spark-sklearn,False,False
pypi-simple,True,
gamma-pytools,True,
airwaveapiclient,False,False
motmetrics,False,False
pytapo,False,False
pydub-stubs,False,False
chromadb-client,True,
aiooui,True,
bidsschematools,True,
metaphone,False,False
filehash,False,False
config-parser,False,False
parallel-web,True,
lightstep,False,False
inference-schema,False,False
indic-numtowords,False,False
gpsoauth,True,
i18nice,True,
dagster-azure,True,
price-parser,True,
sphinx-lint,False,False
secweb,False,False
azure-search,False,False
pyside2,True,
airbyte,True,
alchemy-mock,False,False
aws-cdk-aws-ssm,True,
pypots,False,False
libvalkey,True,
aws-cdk-assets,True,
stream-chat,True,
systemrdl-compiler,True,
pyopencl,True,
pysimplegui,False,False
torch-optimizer,True,
python-glanceclient,False,False
files-com,False,False
logging-tree,False,False
ctgan,False,False
pyspark-stubs,True,
midea-local,True,
dynamicprompts,True,
aws-cdk-aws-secretsmanager,True,
types-aiobotocore-cognito-idp,True,
collate-data-diff,True,
aws-cdk-aws-sqs,True,
flake8-functions,False,False
uart-devices,True,
srptools,False,False
pygrinder,False,False
pytest-deadfixtures,False,False
simple-di,True,
ps-mem,False,False
ema-pytorch,False,False
dictknife,True,
juju,True,
exrex,False,False
pyunpack,True,
aws-cdk-aws-codeguruprofiler,True,
gpy,False,False
python-cookietools,True,
pywebview,True,
fnv-hash-fast,True,
duet,True,
truelayer-signing,False,False
pytest-pytestrail,False,False
pytrakt,False,False
zexceptions,False,False
taskcluster,False,False
quantconnect-stubs,True,
datadog-cdk-constructs-v2,True,
requests-negotiate-sspi,False,False
py-import-cycles,False,False
mscerts,True,
hdwallet,False,False
langchain-together,True,
bioregistry,True,
snowflake-ml-python,False,False
pymunk,True,
types-icalendar,True,
pyroscope-otel,False,False
token-throttler,True,
pyqtwebengine-qt5,False,False
sphinxcontrib-openapi,False,False
cuid2,True,
spacy-alignments,True,
dagster-snowflake-pandas,True,
opentelemetry-instrumentation-sklearn,False,False
s5cmd,True,
tree-sitter-php,True,
types-aiobotocore-elasticache,True,
types-aiobotocore-batch,True,
snitun,False,False
dagster-ray,True,
tuspy,True,
githubkit,True,
mr-proper,False,False
ovsdbapp,False,False
apache-airflow-providers-asana,False,False
evalidate,False,False
cachebox,True,
allennlp,True,
aws-cdk-aws-cloudformation,True,
opentelemetry-exporter-zipkin-proto-http,True,
fastecdsa,True,
pylast,True,
cruft,True,
periodictable,False,False
vcstool,False,False
soco,False,False
large-image,False,False
adrf,False,False
eth-tester,False,False
subprocess-run,False,False
lion-pytorch,False,False
vegafusion,True,
azure-mgmt-redisenterprise,True,
izulu,True,
rocketchat-api,False,False
wait-for2,False,False
waiter,True,
hcloud,True,
aiohttp-session,True,
aws-cdk-aws-apigateway,True,
dagster-polars,True,
asysocks,False,False
translate-toolkit,True,
types-ldap3,True,
cmreshandler,False,False
aws-cdk-aws-autoscaling-common,True,
llama-index-vector-stores-qdrant,True,
daiquiri,True,
aws-cdk-aws-certificatemanager,True,
textual-plotext,True,
camoufox,True,
pyadi-iio,False,False
spreadsheet,False,False
xgboost-ray,False,False
aiojobs,True,
toc,False,False
pulumi-azuread,True,
bigtree,True,
livekit-plugins-cartesia,True,
spectree,True,
kreuzberg,True,
google-maps-routeoptimization,True,
wxpython,False,True
deepdiff6,False,False
pluralizer,True,
openfga-sdk,False,False
untangle,False,True
pulumi-docker-build,True,
genshi,False,False
jinja2-strcase,False,False
sphinx-jupyterbook-latex,True,
pycm,False,False
monkeytype,True,
tap-py,False,False
prefect-cloud,True,
aws-cdk-aws-signer,True,
phx-class-registry,True,
later,True,
verlib2,False,False
crispy-bootstrap3,False,False
ctparse,True,
collate-sqlfluff,True,
sqlalchemy-mixins,True,
pytorch-ignite,True,
aws-cdk-aws-route53,True,
llama-index-vector-stores-chroma,True,
aioftp,True,
aws-cdk-aws-elasticloadbalancingv2,True,
aiochannel,True,
fastkml,True,
aws-cdk-aws-autoscaling,True,
shippinglabel,True,
pytest-markdown-docs,True,
runwayml,True,
fschat,False,False
delegator-py,False,False
mkdocs-open-in-new-tab,False,False
types-aiobotocore-acm,True,
aws-cdk-aws-sam,True,
descope,True,
pytest-arraydiff,False,False
osmium,True,
typed-settings,True,
pyexr,True,
none,True,
aiotools,True,
pythena,False,False
hexdump,False,False
pulumi-awsx,True,
airflow-exporter,False,False
django-pydantic-field,True,
django-bulk-update,False,False
tensorrt,False,False
niltype,True,
accumulation-tree,False,False
idf-build-apps,True,
dbstream,False,False
aiohttp-fast-zlib,True,
dirsync,False,False
config-formatter,False,False
grafana-client,False,False
syncer,False,False
impit,True,
pyasynchat,False,False
pyprof2calltree,False,False
tf-models-nightly,False,False
python-quilt,False,False
htmllistparse,False,False
python-xmp-toolkit,False,False
fastnumbers,True,
benchling-api-client,True,
aws-cdk-aws-route53-targets,True,
types-aiobotocore-sts,True,
condor-git-config,False,False
dns-lexicon,True,
google-cloud-webrisk,True,
certbot-dns-route53,True,
glocaltokens,True,
qpsolvers,True,
blkinfo,False,False
aws-cdk-aws-stepfunctions,True,
pydlt,False,False
aws-cdk-aws-ecs,True,
slack-notifications,False,False
sqids,True,
aws-cdk-aws-kinesisfirehose-alpha,True,
cnvrgv2,False,False
teams-ai,False,False
sphinxcontrib-nwdiag,False,False
blockdiag,False,False
dominodatalab,False,False
akeyless,True,
load-dotenv,False,False
youtube-search-python,False,False
ptflops,False,False
ultimate-hosts-blacklist-whitelist,False,False
pytest-tap,False,False
espeakng-loader,False,False
azureml-train-automl,False,False
apischema,True,
robotframework-appiumlibrary,False,False
sphinxcontrib-apidoc,False,False
ocifs,False,False
aws-cdk-aws-sns-subscriptions,True,
reuse,True,
cognitojwt,False,False
dom-toml,True,
pulumi-databricks,True,
docsig,True,
scrubadub,False,False
pypubsub,False,False
setfit,False,False
delvewheel,False,False
pyprobables,True,
python-incidentio-client,True,
streamlit-code-editor,False,False
krakenex,False,False
azure-mgmt-frontdoor,True,
loopmon,True,
aiohasupervisor,True,
python-redis-cache,False,False
httpx-ntlm,False,False
aws-cdk-aws-acmpca,True,
azure-appconfiguration-provider,True,
dbt-oracle,False,False
retina-face,False,False
amazon-sqs-extended-client,True,
aws-cdk-aws-autoscaling-hooktargets,True,
pytest-embedded-serial-esp,False,False
sqlalchemy-utc,True,
imperfect,True,
manifestoo-core,True,
essentials,True,
flask-security-too,True,
django-render-block,False,False
handy-archives,True,
django-simple-captcha,False,False
aiometer,True,
ecmwf-datastores-client,True,
ml-goodput-measurement,False,False
requests-ntlm2,False,False
iso639-lang,True,
load-atoms,False,False
odoo-test-helper,False,False
phidata,True,
py-cid,False,False
blend-modes,False,False
django-maintenance-mode,False,False
torchio,True,
plyer,False,False
webrtc-models,True,
sib-api-v3-sdk,False,False
aws-request-signer,False,False
sphinxcontrib-video,False,False
aiomisc,True,
hahomematic,False,False
aliyun-python-sdk-ecs,False,False
apebench,False,False
exponax,False,False
zope-container,False,False
jsoncomparison,False,False
apted,False,False
taskiq-redis,True,
composio-langchain,True,
jupyter-telemetry,False,False
eml-parser,True,
markdown-it-pyrs,True,
leval,True,
python-kadmin-rs,True,
django-pghistory,True,
fast-bencode,True,
sphinx-jsonschema,False,False
benchling-sdk,True,
google-cloud-documentai-toolbox,True,
sift,False,False
neverbounce-sdk,False,False
pycapnp,False,False
pyclibrary,False,False
pytest-mypy-plugins,True,
pytest-logger,False,False
apache-airflow-providers-exasol,False,False
acryl-sqlglot,True,
google-cloud-video-transcoder,True,
deepecho,False,False
textgrid,False,False
pytest-parametrization,False,False
olefileio-pl,False,False
msg-parser,False,False
woocommerce,False,False
langchain-neo4j,True,
chacha20poly1305-reuseable,True,
qemu-qmp,True,
hatchet-sdk,True,
validate-pyproject,True,
tarsafe,False,False
optutils,False,False
romkan,False,False
graspologic-native,True,
pure-python-adb,False,False
tinytag,True,
pytest-rng,False,False
flake8-django,False,False
django-statici18n,False,False
moderngl-window,True,
fastwarc,True,
rubicon-objc,False,False
cirq,False,False
interruptingcow,False,False
npe2,True,
ast-comments,False,False
polars-ols,False,False
snakemake-interface-common,True,
asusrouter,True,
starsessions,True,
llama-index-llms-gemini,True,
mini-racer,True,
ghome-foyer-api,True,
raiutils,False,False
chameleon,True,
power-grid-model,True,
types-aiobotocore-kms,True,
awslabs-aws-api-mcp-server,False,False
lumigo-core,True,
runai-model-streamer-s3,False,False
cosl,True,
taming-transformers,False,False
xdg-base-dirs,True,
dynamo-json,False,False
appdynamics,False,False
python-pcapng,False,False
h2o-authn,True,
python-roborock,True,
kokoro,False,False
pyap,False,False
crosshair-tool,True,
contentful,False,False
lbt-dragonfly,False,False
bullmq,False,False
adafruit-circuitpython-typing,True,
fasttransform,False,False
fiftyone,False,False
mailbits,True,
log-with-context,True,
memory-tempfile,False,False
gradio-imageslider,False,False
schedulefree,False,False
vale,False,False
djangorestframework-datatables,False,False
gemmi,True,
django-guid,True,
mcap-ros2-support,True,
nested-diff,False,False
openapi3-parser,True,
torch-stoi,False,False
shiv,False,False
simple-dwd-weatherforecast,False,False
spsdk,True,
sagemaker-feature-store-pyspark,False,False
logfmter,True,
japanize-matplotlib,False,False
pyfunceble-process-manager,False,False
llm,True,
prefect-dask,True,
colorlover,False,False
home-assistant-frontend,True,
adafruit-circuitpython-connectionmanager,False,False
fancyimpute,False,False
invenio-accounts,False,False
pynmea2,False,False
bsdiff4,False,False
sphinxcontrib-programoutput,False,False
chonkie,True,
py-cord,True,
notifications-python-client,True,
tftpy,False,False
valohai-yaml,True,
serpyco-rs,True,
countryinfo,False,False
large-image-source-mapnik,False,False
django-sequences,False,False
pylint-exit,False,False
azure-ai-language-questionanswering,True,
matrix-synapse,True,
betacal,False,False
python-octaviaclient,False,False
docopts,False,False
simhash,False,False
mcstatus,True,
ib-insync,True,
yubikey-manager,True,
hug,False,False
django-db-connection-pool,False,False
etcd3gw,False,False
uiautomation,False,False
pytest-mysql,True,
python-stretch,True,
whisper,False,False
python-ripple-lib,False,False
google-cloud-recommender,True,
colorhash,True,
ansys-api-platform-instancemanagement,True,
tzcron,False,False
azure-ai-translation-text,True,
aws-cdk-aws-batch,True,
flask-orjson,True,
amazon-transcribe,True,
testinfra,False,False
django-extra-views,False,False
binance-connector,False,False
starlake-orchestration,False,False
aws-cdk-aws-redshift-alpha,True,
databricks-automl-runtime,False,False
antsibull-fileutils,True,
mac-alias,False,False
slixmpp,True,
trytond,False,False
intake,False,False
frontegg,False,False
graspologic,True,
cirq-pasqal,False,False
python-didl-lite,True,
fastapi-csrf-protect,True,
dagster-mysql,True,
piecewise-regression,False,False
garmin-fit-sdk,False,False
pygaljs,False,False
django-watchman,False,False
torch-memory-saver,False,False
lightning-fabric,True,
fastapi-filter,True,
types-tensorflow,True,
ach,False,False
ldpc,True,
celery-singleton,False,False
cloudsearch,False,False
azure-cognitiveservices-knowledge-qnamaker,True,
apache-airflow-providers-apache-pinot,False,False
tobiko-cloud-pydantic,True,
minilog,True,
django-s3-storage,False,False
starlette-prometheus,True,
apiflask,True,
condense-json,True,
flask-openapi3,True,
fuzzyfinder,False,False
ubai-client,False,False
pyprojroot,True,
pint-pandas,True,
fold-to-ascii,False,False
shamir-mnemonic,False,False
colcon-library-path,False,False
collie-bench,False,False
splitio-client,False,False
aliyun-python-sdk-alimt,False,False
tobiko-cloud-api-client,True,
fingerprints,True,
metricflow,True,
tiledbsoma,True,
google-cloud-quotas,True,
langwatch,True,
asyncinotify,True,
ipytest,False,False
firebirdsql,False,False
pymobiledetect,False,False
snakemake,False,False
crawlee,True,
pytest-testrail,False,False
pytest-emoji,False,False
lazr-restfulclient,False,False
aistudio-sdk,False,False
html-to-markdown,True,
pyproject-parser,True,
cirq-ionq,False,False
poetry-dotenv-plugin,False,False
pyzotero,False,False
sb3-contrib,True,
dagstermill,True,
pickley,False,False
construct-classes,True,
dagster-sling,True,
optuna-dashboard,False,False
fs-sshfs,False,False
ob-metaflow-stubs,True,
huawei-solar,True,
pycausalimpact,False,False
idemlib,False,False
timeloop,False,False
graphene-pydantic,False,False
colorthief,False,False
zconfig,False,False
nostradamus,False,False
cdk-gitlab-runner,True,
normality,True,
html2docx,True,
colcon-output,False,False
spsdk-mcu-link,False,False
jsonrpcserver,False,False
netutils,True,
genbadge,True,
trufflehog,False,False
pytest-grpc,False,False
promql-parser,True,
markdown-callouts,True,
apple-compress,False,False
bioversions,True,
aws-solutions-constructs-core,True,
sdklib,False,False
colcon-powershell,False,False
attributes-doc,True,
pdb-attach,True,
zope-tal,False,False
aws-cdk-aws-fsx,True,
dimod,True,
kappa,False,False
docx2python,True,
guardrails-api-client,True,
ghstack,True,
htpy,True,
scan-build,False,False
solara,False,False
apache-airflow-providers-apache-iceberg,False,False
scholarly,False,False
azure-ai-vision-imageanalysis,True,
python-consul2,False,False
tensorrt-cu12,False,False
colcon-cd,False,False
c7n-mailer,False,False
censys,True,
twelvelabs,True,
dagster-prometheus,True,
aiohttp-asyncmdnsresolver,True,
zendriver,True,
scrapingbee,False,False
conjure-python-client,True,
splunklib,False,False
sphobjinv,False,False
pulumi-postgresql,True,
mixpanel-py-async,False,False
aws-cdk-aws-kinesisfirehose-destinations-alpha,True,
canonicaljson,True,
aws-cdk-aws-imagebuilder,True,
tkcalendar,False,False
wavefront-sdk-python,False,False
suntimes,False,False
mavproxy,False,False
pymorphy2,False,False
pyeapi,False,False
cellxgene-census,True,
nocasedict,True,
pick,True,
caldav,True,
floret,False,False
pytest-monitor,False,False
python-nomad,False,False
kdtree,False,False
zep-python,True,
propka,False,False
pip-upgrader,False,False
fastrtc,True,
graph-retriever,True,
maven-artifact,False,False
protobuf-decoder,False,False
zhinst-core,True,
annotatedyaml,True,
python-dxf,True,
tiledb,False,False
django-admin-tools,False,False
dbt-metabase,False,False
metal-sdk,False,False
pytest-jira-xray,False,False
sdmetrics,False,False
azure-mgmt-resourcehealth,True,
pygrok,False,False
pydraughts,False,False
python-shogi,False,False
